id,Country,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31
1,"Albania",1004.0903979294,1021.35769139262,1040.0154918304,1059.93851393794,1081.13429755362,1103.43831327168,1126.76459842643,1151.28831527907,1177.57656326925,1205.92031458873,1236.86834312746,1270.76507343417,1307.82421561153,1348.78498960956,1394.30200188016,1442.40471111513,1494.29107493351,1550.25184974008,1610.62825040467,1675.80161673431,1746.21931588048,1822.39289990128,1904.87355369781,1994.20848661599,2090.97409557534,2195.74754100336,2309.13156715411,2431.77319515046,2564.3042458204,2707.34944485734,2861.845742774,3028.69159961328,3208.85225249949,3403.36040740449,3613.31808468764,3839.89532522942,4084.32874485328,4347.9226432154,4632.05521622443,4938.18112818385,5267.83740712691,5622.64656757307,6004.31733815568,6414.65200707948,6855.55292462608,7328.99107453175,7837.01218972567,8381.73025481712,8965.31939693317,9590.00382065493,10258.0459229463,10971.7324031347,11733.3578746383,12545.2051819068,13409.5226010096,14328.4973766643,15304.2257581685,16338.6797383847,17433.6698010792,18590.8038677728,19811.4467880015,21096.6768835454,22447.2413819575,23863.5116078139,25345.4389836315,26892.513016709,28503.7225849417,30177.5219713188,31911.8032194919,33703.876353103,35550.458974796,37447.6765908588,39391.0747558823,41375.643886465,43395.8571958062,45445.7213882995,47518.8396096118,49608.4855303823,51707.6869407351,53809.3167794622,55906.1891517831,57991.1576277994,60057.2129784389,62097.5775065502,64105.7932764464,66075.8018206088,68002.0132927186,69879.3635136852,71703.3578830195,73470.1016722937,75176.3167679926,76819.3454115316,78397.1419013513,79908.2535526884,81351.7924464693,82727.3996387458,84035.2035517876,85275.774238115,86450.0751135495,87559.4136101842
2,"Algeria",8921.65139561108,10010.7539712122,11409.5946843853,13222.8631638164,15588.7778222845,18691.3805272707,22775.5513698166,28167.8204378963,35300.2947474625,44741.8070682379,57234.366874867,73738.683832282,95481.8072283655,124037.244751816,161306.008542066,209258.652742177,270349.737998524,347079.541037622,441695.719496552,555667.861866847,688990.343388719,839445.760012797,1002110.29859685,1169480.88844527,1332496.29875761,1482326.01116114,1612285.93399121,1719040.57441772,1802630.01076797,1865547.11566828,1911492.24943678,1944321.74699696,1967444.3216542,1983591.9641574,1994822.08854715,2002622.91753361,2008043.80799918,2011813.74879589,2014435.89760152,2016257.67894066,2017520.28725779,2018392.41350604,2018992.70771796,2019404.7146454,2019687.02372688,2019880.4046031,2020012.99348493,2020104.0664414,2020166.76221017,2020210.01459104,2020239.90007252,2020260.5633344,2020274.84498569,2020284.70328366,2020291.49570266,2020296.16675617,2020299.37415986,2020301.57489853,2020303.08509329,2020304.12230299,2020304.83560615,2020305.32686969,2020305.66563866,2020305.8994381,2020306.06082576,2020306.1721818,2020306.2489458,2020306.30180122,2020306.3381531,2020306.36313393,2020306.38029507,2020306.39208681,2020306.40019442,2020306.40577392,2020306.40961712,2020306.41226627,2020306.41409305,2020306.41535274,2020306.41622105,2020306.4168192,2020306.41723094,2020306.41751417,2020306.41770892,2020306.41784282,2020306.4179349,2020306.41799825,2020306.41804186,2020306.4180719,2020306.4180926,2020306.41810686,2020306.41811669,2020306.41812346,2020306.41812813,2020306.41813134,2020306.41813354,2020306.41813506,2020306.41813611,2020306.41813683,2020306.41813732,2020306.41813766
3,"Andorra",763.755475529409,765.625978081366,767.551817048003,769.586154875744,771.793094013859,774.208230206107,776.999323786549,780.326777987647,784.341925905619,789.143412831237,794.890641955565,801.774125979077,810.021011954189,819.90133542107,831.775994186733,845.671523102621,861.948642968187,881.04055578596,903.439035942021,929.696665657074,960.434778545814,996.317803356143,1038.04709366289,1086.34948341403,1141.9667698305,1205.61595436546,1277.94352696587,1359.4678205325,1450.51090278471,1551.11731414493,1661.04152092524,1779.64027562264,1905.82769816586,2038.06830650174,2174.41622887001,2312.60454737098,2450.18404481116,2584.69317201018,2713.83586380064,2835.63992701396,2948.57452587867,3051.61170247307,3144.229484341,3226.36522405295,3298.33527892407,3360.73616929821,3414.34838739548,3460.05114613581,3498.75383946039,3531.34580262397,3558.66302214967,3581.46878875327,3600.44490745143,3616.19026957177,3629.22414578133,3639.99217480365,3648.87364917671,3656.18919094356,3662.20826853199,3667.15624336819,3671.22082507882,3674.55783079332,3677.29624285006,3679.54259285392,3681.38471873182,3682.89495209699,3684.13279958062,3685.14718270197,3685.97829879548,3686.65916104405,3687.21687003118,3687.67366248985,3688.04777603164,3688.35416215217,3688.60507413215,3688.81055124164,3688.97881723187,3689.11660793645,3689.22944025828,3689.32183276245,3689.39748640754,3689.45943252371,3689.51015394209,3689.5516841564,3689.5856885299,3689.61353082851,3689.63632775204,3689.65499363704,3689.67027710058,3689.68279106891,3689.69303737744,3689.70142691632,3689.70829612257,3689.71392047851,3689.71852555885,3689.72229607237,3689.72538326321,3689.72791097093,3689.72998059332,3689.7316751512
6,"Argentina",13301.9447313488,16224.3799922413,20217.313407158,25698.302870143,33246.5494070109,43661.5107078357,58046.5676657923,77897.3276174864,105197.439558305,142546.871796942,193229.983776929,261213.346341355,350959.32113228,467005.07673071,612669.231577864,787827.784988559,988317.670815941,1203957.68711756,1419405.84525577,1617620.79715049,1784974.78966374,1915127.99768639,2009357.76866474,2073826.66877508,2116180.32355404,2143284.47532403,2160375.40998621,2171085.63092453,2177795.97175768,2182016.20920765,2184687.04288597,2186387.79707678,2187475.31083631,2188171.0104479,2188614.37079988,2188894.92252852,2189070.99682491,2189180.72629266,2189248.81764384,2189291.02819652,2189317.2462234,2189333.5991043,2189343.85447088,2189350.32247763,2189354.42156269,2189357.02665256,2189358.68249229,2189359.73220856,2189360.39452383,2189360.81009143,2189361.06957521,2189361.2311221,2189361.33164319,2189361.39429887,2189361.43348283,2189361.45808856,2189361.47360174,2189361.48341284,2189361.48962772,2189361.49356351,2189361.49605086,2189361.49761756,2189361.49860061,2189361.4992154,2189361.49959914,2189361.49983859,2189361.49998822,2189361.50008196,2189361.50014087,2189361.50017798,2189361.50020142,2189361.50021623,2189361.50022559,2189361.50023149,2189361.50023521,2189361.50023754,2189361.50023899,2189361.50023991,2189361.50024048,2189361.50024083,2189361.50024106,2189361.5002412,2189361.50024129,2189361.50024134,2189361.50024138,2189361.5002414,2189361.50024141,2189361.50024142,2189361.50024143,2189361.50024143,2189361.50024143,2189361.50024144,2189361.50024144,2189361.50024144,2189361.50024144,2189361.50024144,2189361.50024144,2189361.50024144,2189361.50024144,2189361.50024144
7,"Armenia",6897.55508568694,7665.37521891701,8562.29480136713,9613.1890403508,10844.8299801504,12283.1914788377,13962.3128144591,15914.9451309821,18180.3754685937,20801.4845644481,23820.3762360286,27276.5752689838,31209.3763398146,35677.2006320127,40697.4204535966,46145.3859264508,52027.5582643502,58281.338903786,64818.9002377872,71530.3258517987,78290.1783859262,84965.6346571921,91427.2468784374,97558.7282618318,103265.319994348,108479.372231288,113162.19557771,117302.187144606,120909.544874936,124012.568681376,126655.876554642,128887.97792032,130759.1082249,132318.147691112,133610.636940173,134677.682857781,135555.542254262,136275.638478525,136864.852961788,137345.954522747,137738.077377265,138057.198463085,138316.590016217,138527.243870986,138698.225852354,138836.939498688,138949.432203935,139040.632965883,139114.55277061,139174.451974277,139222.979035617,139262.28453338,139294.114426686,139319.885961451,139340.749304494,139357.637579452,139371.307513577,139382.372456638,139391.329080973,139398.579169804,139404.447887822,139409.198386151,139413.043644275,139416.156058934,139418.675199303,139420.714073135,139422.364188798,139423.699645169,139424.780438532,139425.655139148,139426.363059695,139426.936013267,139427.399739522,139427.775063537,139428.07883721,139428.324698505,139428.523685441,139428.68473248,139428.815071803,139428.920557737,139429.005929155,139429.075021794,139429.130940149,139429.176196679,139429.21282459,139429.2424692,139429.266461946,139429.285880328,139429.301596394,139429.31431595,139429.324610268,139429.332941732,139429.339684594,139429.345141764,139429.349558403,139429.353132926,139429.356025911,139429.358367311,139429.360262296,139429.36179598
8,"Australia",7171.08415677907,7247.19110646417,7344.69981041828,7470.38289878156,7633.48866834802,7847.83785279799,8131.11554934213,8506.74827520313,9008.35402838496,9679.76689413336,10578.9778885773,11784.4807954105,13400.8684734909,15569.388373341,18476.7470421321,22349.4814517847,27505.8778556268,34359.5588917127,43447.2421532963,55457.2939967292,71258.1178202691,91921.333012366,118728.198682241,153140.59656692,196711.846331533,250904.562242508,316787.692810845,394613.859992627,483341.304832569,580263.536280552,680992.833466652,779995.485543945,871671.233487868,951605.860947702,1017439.2846572,1068985.62547511,1107690.98107873,1135829.44642591,1155815.60691411,1169794.39876186,1179482.98681752,1186168.79603555,1190777.17148408,1193955.69113916,1196150.51683477,1197666.88758742,1198713.669673,1199434.59351232,1199929.37907952,1200267.67939912,1200498.24293561,1200655.06477299,1200761.67281624,1200834.20647319,1200883.6490618,1200917.43255502,1200940.57135077,1200956.44865905,1200967.35322031,1200974.84090271,1200979.97591191,1200983.49059339,1200985.89111722,1200987.52779764,1200988.64260068,1200989.40190716,1200989.91950224,1200990.27282216,1200990.5143929,1200990.67979932,1200990.79316808,1200990.8708975,1200990.92417278,1200990.96065317,1200990.98560129,1200991.00264061,1200991.01426672,1200991.0221956,1200991.02760373,1200991.03129489,1200991.03381662,1200991.03554119,1200991.03672161,1200991.03753,1200991.03808364,1200991.03846268,1200991.03872202,1200991.0388993,1200991.0390204,1200991.03910307,1200991.0391595,1200991.03919803,1200991.03922434,1200991.03924232,1200991.03925462,1200991.03926304,1200991.0392688,1200991.03927274,1200991.03927544,1200991.03927728
9,"Austria",16626.470787787,16799.2290847898,17000.9498536804,17238.0608851762,17517.9258355883,17846.4687842403,18236.2984878932,18701.4956605955,19259.2248669419,19930.8312249654,20743.2446410472,21727.6903741771,22920.4993323757,24371.7659306039,26135.8558329189,28242.3183760494,30764.1395223756,33778.5670380867,37374.4275282617,41652.7153743335,46727.1539863791,52722.2672199466,59771.1343499018,68011.098816659,77577.0318451204,88591.6917662743,101153.540930295,115321.941683068,131099.353277076,148415.651257582,167120.256387965,186969.817123995,207632.148351329,228701.431549341,249725.741827758,270243.87270649,289825.809851288,308109.394855478,324826.557452386,339815.186738058,353016.403610487,364460.230673533,374244.492193486,382511.919553991,389429.159359314,395169.766620902,399902.240438861,403782.48837347,406949.897724006,409526.007225466,411614.863360234,413304.335602069,414667.879644667,415766.421835137,416650.178436162,417360.318538668,417930.437318247,418387.836799865,418754.624722781,419048.64824275,419284.281221421,419473.080011045,419624.325006517,419745.463963507,419842.472088844,419920.142681788,419982.320689739,420032.089942442,420071.923175881,420103.802350058,420129.315298142,420149.733481376,420166.07459692,420179.152989036,420189.620199803,420197.997522612,420204.70209029,420210.067746289,420214.361721359,420217.797950741,420220.547709808,420222.748113923,420224.508918344,420225.917963941,420227.045541937,420227.947893571,420228.670015859,420229.247909901,420229.710381127,420230.080479626,420230.376651841,420230.613661178,420230.803323864,420230.955097295,420231.076550638,420231.173741457,420231.251517255,420231.313756967,420231.363564376,420231.403423
10,"Azerbaijan",4258.60680438216,4591.65744278516,4969.3894133882,5400.98542992216,5896.33464655481,6463.96151565057,7116.04259547705,7866.34360807826,8732.51308642544,9735.24328145285,10900.7837209608,12259.5284099198,13845.3614150004,15709.7263059435,17900.8835863466,20412.2282232676,23309.0106802958,26646.2385421313,30484.4419838603,34889.6242295818,39933.3163429168,45691.4314304841,52242.9491570441,59667.602129701,68042.9580483923,77440.2818760876,87919.7916361805,99525.2898829058,112276.150840911,126162.349016757,141147.325688045,157153.918927996,174063.633943591,191716.506709951,209914.336272991,228427.539144313,247005.505548133,265389.608110788,283327.563697263,300587.473632606,316969.908014835,332316.666696282,346515.447983598,359500.468659248,371249.345212503,381776.899583381,391128.00109542,399369.785187985,406584.220977206,412861.588084789,418295.152128903,422977.103754619,426995.676286596,430433.271105014,433365.388646363,435860.166289527,437978.34940505,439773.554315429,441292.712190736,442576.616284153,443660.522649761,444574.753879788,445345.283046088,445994.281767021,446540.623160975,447000.335315776,447387.004395792,447712.128886198,447985.428036323,448215.108469193,448408.093346966,448570.218529954,448706.399967442,448820.776248021,448916.82978531,448997.489581799,449065.218284633,449122.085835996,449169.831699454,449209.917366876,449243.570612903,449271.822757928,449295.540021184,449315.449888334,449332.163280223,449346.193189115,449357.970344573,449367.856381908,449376.154909893,449383.120810819,449388.968054392,449393.876261562,449397.996217035,449401.454497908,449404.35735956,449406.793997719,449408.839286763,449410.556078446,449411.997131687,449413.206732732
12,"Bahrain",9102.01401925009,9430.27095281013,9761.06595778135,10093.7196924978,10424.9077911603,10756.5648033387,11090.0348642517,11426.2880257511,11765.9928397174,12109.7755539487,12456.0016110938,12804.3216548892,13152.4320702955,13512.6774416925,13886.7206504287,14238.8643073891,14590.5937536625,14941.6753604018,15291.913181479,15641.340531337,15989.8540920461,16337.2503470181,16683.2480895684,17027.5066568297,17369.6267608937,17709.3047340213,18046.2479565073,18380.3087677007,18710.496198146,19035.6655347576,19357.0156319096,19674.365654691,19987.5431240971,20296.3817183857,20600.7064746741,20900.3423250867,21195.1205130202,21484.8837371138,21769.4902698585,22048.8181362283,22322.7596744239,22591.2212473674,22854.1145860252,23111.4092431631,23363.1440250492,23609.2853761533,23849.8091095954,24084.7001534807,24313.9524290323,24537.5696234734,24755.5654838182,24967.9637472357,25174.7977749731,25376.1099429442,25571.9507787204,25762.37840092,25947.4579682872,26127.261624593,26301.8654156757,26471.3454516171,26635.7820783765,26795.2595205563,26949.8655334447,27099.691056496,27244.8298169398,27385.3779081974,27521.4333618882,27653.0957289669,27780.4656830301,27903.6446598429,28022.7345167333,28137.8372112698,28249.0544717848,28356.4876258248,28460.237633347,28560.4048923116,28657.0890559018,28750.388860901,28840.4019672093,28927.2248113103,29010.9524753059,29091.6785722224,29169.4951475261,29244.4925961215,29316.7595933648,29386.3830394835,29453.4480168368,29518.0377609316,29580.2336372813,29640.1151133955,29697.7597378316,29753.2431259963,29806.6389524047,29858.0189491144,29907.4529098993,29955.0086996339,30000.7522683113,30044.7476691011,30087.0570798729,30127.740827668
15,"Belarus",36663.264511581,38241.2957563866,39886.421057692,41605.6242780149,43405.5964175706,45294.0553438473,47279.7543587293,49372.9130757864,51584.1758584848,53925.6822273801,56409.7533365956,59050.2857899816,61860.9090299375,64907.4831076118,68209.6448301047,71586.382005262,75126.0510271035,78834.037114839,82714.995104739,86772.7819141149,91010.2518340395,95429.0449822621,100029.330003348,104809.649684179,109766.669776616,114895.064073375,120187.284808455,125633.52597804,131216.886826323,136917.501389636,142730.457343516,148642.366777499,154638.505568773,160702.945515506,166818.710559026,172967.965515508,179132.233710508,185292.642023953,191430.179519639,197525.971014096,203561.549151754,209519.127651874,215381.856595757,221134.384058528,226763.09322912,232255.135762411,237599.010651717,242784.644556899,247803.442767501,252648.311825792,257313.655005703,261795.342586595,266090.659263843,270198.231920227,274117.940778919,277850.817567776,281398.933733125,284765.282215047,287953.639425712,290968.425911962,293814.624778641,296497.680879003,299023.405635714,301397.888444179,303627.41528814,305718.39494298,307677.292923446,309510.573158552,311224.647217693,312825.830807389,314320.307161781,315714.096904605,317013.033911202,318222.747361777,319348.64950884,320395.926371572,321369.531841372,322274.184738461,323114.368393695,323894.332366601,324618.095947534,325289.453127778,325911.9787553,326489.035626108,327023.782290478,327519.181380534,327978.008289681,328402.860056225,328796.164296617,329160.188049634,329497.046495475,329808.711491026,330097.019874706,330363.68150482,330610.287004212,330838.315191564,331049.140186008,331244.038177072,331424.1938564,331590.706511454
